|,ongkok,اوڠکوق
|,ongkos,اوڠکوس
|,ongok,اوڠوق
|,ongol,اوڠول
|,ongol-ongol,اوڠول٢
|,oniks,اونيکس
|,onkogenik,اونکوݢينيک
|,onkolisis,اونکوليسيس
|,onkologi,اونکولوݢي
|,onomasiologi,اونوماسيولوݢي
|,onomastik,اونومستيک
|,onomatopeia,اونوماتوڤيا
|,ontogeni,اونتوݢيني
|,ontologi,اونتولوݢي
|,onyah,اوپه
|,onyah-anyih,اوپه ـ اپيه
|,onyah-anyik,اوپه ـ اپيق
|,onyok,اوپوق
|,oosperma,اوسڤرما
|,opah,اوڤه
|,opak,اوڤق
|,opak-opak,اوڤق٢
|,opal,اوڤل
|,opan,اوڤن
|,opas,اوڤس
|,opau,اوڤاو
|,open,اوڤين
|,oper,اوڤر
|,opera,اوڤرا
|,operasi,اوڤراسي
|,operasional,اوڤراسيونل
|,operator,اوڤراتور
|,opereta,اوڤريتا
|,operkomplit,اوڤرکومڤليت
|,opium,اوڤيوم
|,opor,اوڤور
|,oportunis,اوڤورتونيس
|,oportunisme,اوڤورتونيسمى
|,oposisi,اوڤوسيسي
|,ops,اوڤس
|,opseter,اوڤسيتر
|,opsiner,اوڤسينر
|,opsinder,اوڤسيندر
|,opsir,اوڤسير
|,opsyen,اوڤشن
|,opsyenal,اوڤشنل
|,optik,اوڤتيک
|,optimis,اوڤتيميس
|,optimisme,اوڤتيميسمى
|,optimistik,اوڤتيميستيک
|,optimum,اوڤتيموم
|,optometer,اوڤتوميتر
|,optometri,اوڤتوميتري
|,opu,اوڤو
|,opus,اوڤوس
|,orak,اورق
|,orakan,اورقن
|,orak-arik,اورق ـ اريق
|,oran,اورن
|,orang,اورڠ
|,orang-aring,اورڠ ـ اريڠ
|,orang-orang,اورڠ٢
|,orang-orangan,اورڠ ـ اورڠن
|,orbit,اوربيت
|,orbital,اوربيتل
|,orde,اوردى
|,order,اوردر
|,ordi,اوردي
|,ordinal,اوردينل
|,ordinan,اوردينن
|,ordinat,اوردينت
|,ordonan,اوردونن
|,ordonansi,اوردوننسي
|,oregano,اوريݢانو
|,oren,اورين
|,oreng,اوريڠ
|,organ,اورݢن
|,organdi,اورݢندي
|,oraganik,اورݢانيک
|,organisasi,اورݢانيساسي
|,organisator,اورݢانيساتور
|,organisir,اورݢانيسير
|,organisma,اورݢانيسما
|,organza,اورݢنزا
|,orgasma,اورݢسما
|,orgel,اورݢل
|,orgi,اورݢي
|,orientalis,اوريئينتاليس
|,orientalisme,اوريئينتاليسمى
|,orientalistik,اوريئينتاليستيک
|,orientasi,اوريئينتاسي
|,origami,اوريݢامي
|,origanum,اوريݢانوم
|,original,اوريݢينل
|,orisinil,اوريسينيل
|,orkes,اورکيس
|,orkestra,اورکيسترا
|,orkid,اورکيد
|,orkidektomi,اورکيديکتومي
|,ormas,اورمس
|,orna,اورنا
|,ornamen,اورنامن
|,ornitologi,اورنيتولوݢي
|,orogeni,اوروݢيني
|,orografi,اوروݢرافي
|,orok,اوروق
|,orok-orok,اوروق٢
|,orong,اوروڠ
|,orong-orong,اوروڠ٢
|,ortodoks,اورتودوکس
|,ortodoksi,اورتودوکسي
|,ortodontik,اورتودونتيک
|,ortografi,اورتوݢرافي
|,ortopedik,اورتوڤيديک
|,ortopnea,اورتوڤنيا
|,ortoptik,اورتوڤتيک
|,oseanarium,اوسياناريوم
|,oseanografi,اوسيانوݢرافي
|,osikel,اوسيکل
|,osiloskop,اوسيلوسکوڤ
|,oskar,اوسکر
|,oskeoplasti,اوسکيوڤلستي
|,osmium,اوسميوم
|,osmosa,اوسموسا
|,osmosis,اوسموسيس
|,oso,اوسو
|,osteofit,اوستيوفيت
|,osteologi,اوستيولوݢي
|,osteomalasia,اوستيومالاسيا
|,osteopati,اوستيوڤاتي
|,osteoplasti,اوستيوڤلستي
|,osteoporosis,اوستيوڤوروسيس
|,osteotomi,اوستيوتومي
|,osteotrofi,اوستيوتروفي
|,otak,اوتق
|,otak-otak,اوتق٢
|,otak-otakan,اوتق ـ اوتقن
|,otalgia,اوتلݢيا
|,otek,اوتيق
|,otitis,اوتيتيس
|,oto,اوتو
|,otobis,اوتوبيس
|,otologi,اوتولوݢي
|,otoman,اوتومن
|,otorea,اوتوريا
|,otorinolaringologi,اوتورينولاريڠولوݢي
|,otoritet,اوتوريتت
|,otot,اوتوت
|,output,اءوتڤوت
|,ovalbumin,اوۏلبومين
|,ovari,اوۏاري
|,ovariotomi,اوۏاريتومي
|,overdraf,اوۏردرف
|,overhed,اوۏرهيد
|,overtur,اوۏرتور
|,oviduktus,اوۏيدوقتوس
|,oviparus,اوۏيڤاروس
|,ovoviviparus,اوۏوۏيۏيڤاروس
|,ovul,اوۏول
|,ovum,اوۏوم
|,oyak,اويق
|,oyod,اويود
|,oyok,اويوق
|,oyong,اويوڠ
|,ozon,اوزون
|,ozonosfera,اوزونوسفيرا
|,
