|,nenas,نيناس
|,nematosida,نيمتوسيدا
|,nematologi,نيمتولوڬي
|,nekropolis,نيكروڤوليس
|,nekromansi,نيكرومنسي
|,nekrolalia,نيكرولليا
|,nekrogeografi,نيكروڬياوڬرافي
|,nekrofobia,نيكروفوبيا
|,nekrofilik,نيكروفيليك
|,nekrofilia,نيكروفيليا
|,nekrofagus,نيكروفڬوس
|,negrofilia,نيڬروفيليا
|,negosiator,نيڬوسياتور
|,nefroblastoma,نيفروبلستوما
|,nefoskop,نيفوسكوڤ
|,nazilah,نازيله
|,nawarapoka,ناوراڤوك
|,nawalapradata,ناولڤرادتا
|,nawafil,نوفيل
|,navis,ناۏيس
|,nauseam,نااوسعام
|,nativistik,ناتيۏيستيق
|,natal,ناتل
|,nasuhah,نساوهه
|,nasofaring,نساوفاريڠ
|,naskah,نسخه
|,nasionisme,ناسيونيسمى
|,nasionalistis,ناسيوناليستيس
|,nasalisasi,نسعليساسي
|,nasal,نسال
|,nasab,نسب
|,narkolepsi,نركوليڤسي
|,narkoba,نركوب
|,narasumber,ناراسومبر
|,narapidana,ناراڤيدنا
|,narahubung,ناراهوبوڠ
|,napoleon,ناڤوليون
|,napas,ناڤس
|,nanoteknologi,نانوتيكنولوڬي
|,nanofluida,نانوفلوءيدا
|,namanya,نامڽ
|,nakal-nakalan,ناكل-ناكلن
|,nahar,نهار
|,nagari,ناڬاري
|,nagan,ناڬن
|,nafilah,نافيله
|,nafar,نافر
ngauman,ڠاءومن
|,ngijo,ڠيجو
|,ngijon,ڠيجون
|,nabat,نابت
|,nabatah,نباته
|,nabati,نباتي
|,nabawi,نبوي
|,nabi,نبي
|,nabu,نابو
|,nada,نادا
|,nadi,نادي
|,nadim,نديم
|,nadir,نادير
|,nadirat,ناديرة
|,nadwah,ندوه
|,nafas,نفس
|,nafi,نافي
|,nafiri,نفيري
|,nafkah,نفقه
|,nafs,نفس
|,nafsi,نفسي
|,nafsi-nafsi,نفسي٢
|,nafsu,نفسو
|,nafta,نفتا
|,naftalena,نفتالينا
|,naga,ناݢ
|,naga-naga,ناݢ٢
|,nagam,ناݢم
|,nagara,ناݢارا
|,nagasari,ناݢاساري
|,nah,نه
|,nahak,ناهق
|,nahas,نحس
|,nahi,نهي
|,nahu,نحو
|,nahuan,نحوان
|,naib,ناءيب
|,naif,ناءيف
|,naik,ناءيق
|,naik-naikan,ناءيق ـ ناءيقن
|,naim,نعيم
|,naira,نايرا
|,najam,نجم
|,najasah (najis),نجاسة
|,najasat,نجاسة
|,najat (munajat),ناجة
|,najis,نجيس
|,nak,نق
|,naka,ناک
|,nakal,ناکل
|,nakara,نکارا
|,nakhoda,نخودا
|,nal,نل
|,nala,نالا
|,nalam (nazam),نالم
|,nalar,نالر
|,nalih,ناليه
|,nalu (bendalu),نالو
|,naluri,نلوري
|,naluriah,نالوريه
|,nam,نم
|,nam-nam,نم٢
|,nama,نام
|,nambat,نمبت
|,nambi,نمبي
|,nambit,نمبيت
|,nampak,نمڤق
|,nampan,نمڤن
|,nampung,نمڤوڠ
|,namun,نامون
|,nan,نن
|,nana,نان
|,nanah,نانه
|,nanai,ناناي
|,nanang,نانڠ
|,nanap,نانڤ
|,nanar,نانر
|,nanas,نانس
|,nanda (anakanda),نندا
|,nandung,نندوڠ
|,nang,نڠ
|,nangis (tangis),ناڠيس
|,nangka,نڠک
|,nangko,نڠکو
|,nangoi,ناڠوي
|,naning,نانيڠ
|,nanometer,نانوميتر
|,nanoplankton,نانوڤلنکتون
|,nanosaat,نانوساعة
|,nantaboga,ننتابوݢ
|,nanti,ننتي
|,nanti-menantikan,ننتي ـ مننتيکن
|,nanti-nantian,ننتي ـ ننتين
|,nantiasa (sentiasa),ننتياس
|,nanyan,ناپن
|,napal,ناڤل
|,napalm,ناڤلم
|,napan,ناڤن
|,napkin,نڤکين
|,napuh,ناڤوه
|,naqli,نقلي
|,naqliah,نقليه
|,nara,نارا
|,narapati,نراڤاتي
|,narasetu (narwastu),نراستو
|,naratif,ناراتيف
|,narator,ناراتور
|,narawastu (narwastu),نراوستو
|,narestu (narwastu),نرستو
|,naris,ناريس
|,narkosis,نرکوسيس
|,narkotik,نرکوتيک
|,narkotina,نرکوتينا
|,narsisisme,نرسيسيسمى
|,narsisistik,نرسيسيستيک
|,narung,ناروڠ
|,narwastu,نروستو
|,nas,نص
|,nasab (asal),نصب
|,nasab (nisbah),نسب
|,nasabah,نسبه
|,nasar (sj burung),نسر
|,nasar (prosa),نثر
|,nasi,ناسي
|,nasi-nasi,ناسي٢
|,nasib,نصيب
|,nasib-nasiban,نصيب ـ نصيبن
|,nasihat,نصيحت
|,nasihat-menasihati,نصيحت ـ منصيحتي
|,nasional,ناسيونل
|,nasionalis,ناسيوناليس
|,nasionalisasi,ناسيوناليساسي
|,nasionalisme,ناسيوناليسمى
|,nasionalistik,ناسيوناليستيک
|,naskhah,نسخه
|,nasuha,نصوحا
|,nasut,ناسوت
|,nasyid,نشيد
|,nat,نت
|,nata,نات
|,natang,ناتڠ
|,natar,ناتر
|,nati,ناتي
|,natijah,نتيجه
|,natrium,نتريوم
|,natural,ناتورل
|,naturalis,ناتوراليس
|,naturalisasi,ناتوراليساسي
|,naturalisme,ناتوراليسمى
|,naturopati,ناتوروڤاتي
|,nauli,ناولي
|,nauli-nauli,ناولي٢
|,naung,ناءوڠ
|,naungan,ناءوڠن
|,nautika,ناءوتيکا
|,na‘uzubillah,نعوذ بالله
|,nauzubillahi,نعوذ بالله
|,navigator,ناۏيݢاتور
|,nawa,ناوا
|,nawab,نواب
|,nawaitu,نويتو
|,nayaka,نياک
|,nayam,نايم
|,nayap,نايڤ
|,nayub,نايوب
|,nayuban,نايوبن
|,nazak,نزع
|,nazam,نظم
|,nazar,نذر
|,nazim,ناظيم
|,nazir,ناظير
|,nebeng,نيبيڠ
|,nebula,نيبولا
|,necis,نيچيس
|,nefologi,نيفولوݢي
|,nefralgia,نيفرلݢيا
|,nefrektomi,نيفريکتومي
|,nefritis,نيفريتيس
|,nefrolitiasis,نيفروليتياسيس
|,nefrologi,نيفرولوݢي
|,nefron,نيفرون
|,nefropiosis,نيفروڤيوسيس
|,nefrosis,نيفروسيس
|,néfrotomi,نيفروتومي
|,negara,نݢارا
|,negarawan,نݢاراون
|,negatif,نيݢاتيف
|,negativisme,نيݢاتيۏيسمى
|,negeri,نݢري
|,negun,نݢون
|,negus,نيݢوس
|,nek (mual),نق
|,nek (nenek),نيق
|,neka (aneka),نيک
|,nekad,نيکد
|,nekara,نکارا
|,nekat (nekad),نيکت
|,nekrosis,نيکروسيس
|,neksus,نيکسوس
|,nektai,نيکتاي
|,nektar,نيکتر
|,nekton,نيکتون
|,nelayan,نلاين
|,nempanjur,نمڤنجور
|,nen,نين
|,nenas (nanas),ننس
|,nenasi,نناسي
|,nenda,نيندا
|,nenek,نينيق
|,nenek-nenek,نينيق٢
|,nenekanda,نينيقندا
|,nenenda,نينيندا
|,neneri,ننري
|,nenering,ننريڠ
|,nenes,نينيس
|,neng,نيڠ
|,nenram,ننرم
|,nentiasa,ننتياس
|,nenyuar,نپوار
|,neo-,نيو ـ 
|,neodimium,نيوديميوم
|,neoklasik,نيوکلاسيک
|,neoklasisme,نيوکلاسيسمى
|,neokolonialisme,نيوکولونياليسمى
|,neolitik,نيوليتيک
|,neologisme,نيولوݢيسمى
|,neon,نيون
|,neonat,نيونت
|,neonatal,نيوناتل
|,neoprena,نيوڤرينا
|,nepotisme,نيڤوتيسمى
|,neptunium,نيڤتونيوم
|,neraca,نراچ
|,neraka,نراک
|,neram,نرم
|,nerapi,نراڤي
|,neri,نري
|,nerian,نريان
|,nering,نريڠ
|,nescaya,نسچاي
|,nestapa,نستاڤ
|,net,نيت
|,netto,نيتو
|,neuralgia,نيورلݢيا
|,neuritis,نيوريتيس
|,neuro-,نيورو ـ 
|,neurofarmakologi,نيوروفرماکولوݢي
|,neurofisiologi,نيوروفيسيولوݢي
|,neurohipofisis,نيوروهيڤوفيسيس
|,neurologi,نيورولوݢي
|,neuron,نيورون
|,neuroparalisis,نيوروڤاراليسيس
|,neuropatologi,نيوروڤاتولوݢي
|,neuroplasti,نيوروڤلستي
|,neurosis,نيوروسيس
|,neurosurgeri,نيوروسورݢري
|,neurotik,نيوروتيک
|,neuter,نيوتر
|,neutral,نيوترل
|,neutralisme,نيوتراليسمي
|,neutron,نيوترون
|,nga,ڠا
|,ngabehi,ڠابيهي
|,ngacir,ڠاچير
|,ngaco,ڠاچو
|,ngadap (hadap),ڠادڤ
|,ngah,ڠه
|,ngajat,ڠاجت
|,ngalap,ڠالڤ
|,ngalau,ڠالاو
|,ngalih,ڠاليه
|,ngam,ڠم
|,ngam-ngam,ڠم٢
|,nganga,ڠاڠا
|,ngangut,ڠاڠوت
|,ngantuk (kantuk),ڠنتوق
|,ngap,ڠڤ
|,ngap-ngap,ڠڤ٢
|,ngapun,ڠاڤون
|,ngarai,ڠاراي
|,ngaum,ڠاءوم
|,ngauman,ڠاءومن
|,ngaung,ڠاءوڠ
|,ngayap,ڠاپڤ
|,ngayau,ڠاياو
|,ngeak,ڠياق
|,ngebeng,ڠيبيڠ
|,ngekek,ڠيکيق
|,ngelindur,ڠليندور
|,ngeliur,ڠليور
|,ngeloyor (keluyur),ڠلويور
|,ngelu,ڠلو
|,ngengap,ڠڠڤ
|,ngengat,ڠڠت
|,ngengek,ڠيڠيق
|,ngening,ڠنيڠ
|,ngeong,ڠيوڠ
|,ngeran,ڠرن
|,ngeri,ڠري
|,ngeriap,ڠرياڤ
|,ngering,ڠريڠ
|,ngerung,ڠروڠ
|,ngerung-ngering,ڠروڠ ـ ڠريڠ
|,ngiang,ڠياڠ
|,ngiang-ngiang,ڠياڠ٢
|,ngiau,ڠياو
|,ngiauan,ڠياوان
|,ngih,ڠيه
|,ngijo,ڠيجو
|,ngijon,ڠيجون
|,ngik,ڠيق
|,ngik-ngik,ڠيق٢
|,ngilas,ڠيلس
|,ngilu,ڠيلو
|,ngiring,ڠيريڠ
|,ngiseng,ڠيسيڠ
|,ngisup,ڠيسوڤ
|,ngobrol (obrol),ڠوبرول
|,ngomel (omel),ڠوميل
|,ngomong (omong),ڠوموڠ
|,ngompol (ompol),ڠومڤول
|,ngongoi,ڠوڠوي
|,ngongoian,ڠوڠوين
|,ngotot,ڠوتوت
|,nguak,ڠواق
|,ngukngik (ngik-ngik),ڠوقڠيق
|,ngumpet (umpet),ڠومڤت
|,ngung,ڠوڠ
|,ngungap,ڠوڠڤ
|,ngutngit,ڠوتڠيت
|,ngutngut,ڠوتڠوت
|,ni,ني
|,nia,نيا
|,niaga,نياݢ
|,nian,نيان
|,niasin,نياسين
|,niat,نية
|,niatan,نيتن
|,nibel,نيبل
|,nibung,نيبوڠ
|,nidera,نيدرا
|,nifak,نفاق
|,nifas,نفاس
|,nihil,نيهيل
|,nihilisme,نيهيليسمى
|,nijas,نجاش
|,nik,نيق
|,nika,نيکا
|,nikah,نکاح
|,nikah-nikahan,نکاح ـ نکاحن
|,nikel,نيکل
|,nikmat,نعمة
|,nikolit,نيکوليت
|,nikotin (nikotina),نيکوتين
|,nikotina,نيکوتينا
|,nikrom,نيکروم
|,nila,نيلا
|,nilai,نيلاي
|,nilaian,نيلاين
|,nilakandi,نيلاکندي
|,nilakendi,نيلاکندي
|,nilam,نيلم
|,nilau,نيلاو
|,nilon,نيلون
|,nilur,نيلور
|,nimfa,نيمفا
|,nimfomania,نيمفومانيا
|,nin (ini),نين
|,ninabobok,نينابوبوق
|,ning,نيڠ
|,ningrat,نيڠرت
|,ningsun,نيڠسون
|,ninja,نينجا
|,ninjutsu,نينجوتسو
|,niobit,نيوبيت
|,niobium,نيوبيوم
|,nipah,نيڤه
|,nipis,نيڤيس
|,niqmat,نقمة
|,nira,نيرا
|,nirmala,نيرمالا
|,nirwana,نيروان
|,nisa,نساء
|,nisab,نصاب
|,nisan,نيسن
|,nisbah,نسبه
|,nisbi,نيسبي
|,nisfu,نصف
|,niskala,نيسکالا
|,nista,نيستا
|,nistaan,نيستاءن
|,nistagmus,نيستݢموس
|,nitis,نيتيس
|,nitrat,نيترت
|,nitrida,نيتريدا
|,nitrik,نيتريک
|,nitrit,نيتريت
|,nitrofuron,نيتروفورون
|,nitrogen,نيتروݢن
|,niur,نيور
|,nivenit,نيۏينيت
|,no,ڤڤ
|,nobat,نوبت
|,nobelium,نوبيليوم
|,nod,نود
|,noda,نودا
|,nodul,نودول
|,nodus,نودوس
|,noja,نوجا
|,nokan,نوکن
|,noktah,نقطه
|,nokturnal,نوکتونل
|,nol,نول
|,nomad,نومد
|,nomadik,نوماديک
|,nombor,نومبور
|,nominal,نومينل
|,non,نون
|,nona,نونا
|,nonagon,نوناݢون
|,nonagresi,نوناݢريسي
|,nonaktif,نونکتيف
|,nondeng,نونديڠ
|,nondeng-nondeng,نونديڠ٢
|,nonet,نونيت
|,nongkrong,نوڠکروڠ
|,noni,نوني
|,nonius,نونيوس
|,nonok,نونوق
|,nonol,نونول
|,nonong,نونوڠ
|,norak,نورق
|,norma,نورما
|,normal,نورمل
|,normatif,نورماتيف
|,nostalgia,نوستلݢيا
|,nostalgik,نوستلݢيک
|,not,نوت
|,nota,نوتا
|,nota bene,نوتابيني
|,notari,نوتاري
|,notaris,نوتاريس
|,notasi,نوتاسي
|,notelum,نوتلوم
|,notes,نوتيس
|,notis,نوتيس
|,nova,نوۏا
|,novasekit,نوۏاسيکيت
|,novel,نوۏل
|,novela,نوۏيلا
|,novelet,نوۏلت
|,novelis,نوۏليس
|,novis,نوۏيس
|,nu,نو
|,nuang,نواڠ
|,nuansa,نوانسا
|,nubari,نوباري
|,nubuat,نبوة
|,nubuwah,نبوة
|,nugat,نوݢت
|,nugeraha,نوݢرها
|,nuget,نوݢت
|,nujum,نجوم
|,nujuman,نجومن
|,nukil,نوکيل
|,nukilan,نوکيلن
|,nuklear,نوکليار
|,nukleogenesis,نوکليوݢينيسيس
|,nukleolus,نوکليولوس
|,nukleon,نوکليون
|,nukleonik,نوکليونيک
|,nukleoplasma,نوکليوڤلسما
|,nukleoprotein,نوکليوڤروتين
|,nukleus,نوکليوس
|,nuklid,نوکليد
|,numerologi,نومرولوݢي
|,numismatik,نوميسماتيک
|,nun,نون
|,nundi,نوندي
|,nung,نوڠ
|,nur,نور
|,nuraga,نوراݢ
|,nurani,نوراني
|,nurbisa,نوربيسا
|,nuri,نوري
|,nuriah,نوريه
|,nurseri,نورسري
|,nus,نوس
|,nusa,نوسا
|,nusantara,نوسنتارا
|,nusub (nasab),نصب
|,nusuk,نسک
|,nusus (nusyuz),نوسوس
|,nusyuz,نشوز
|,nuftah,نطفة
|,nutrien,نوتريئن
|,nuzul,نزول
|,nya (huruf),پا
|,nya (ganti nama),ڽ
|,nyah,په
|,nyah-,په ـ 
|,nyahasli,پهاصلي
|,nyahcas,پهچس
|,nyahhutan,پههوتن
|,nyahkafeina,پهکافينا
|,nyahkod,پهکود
|,nyahpepijat,پهڤڤيجت
|,nyahtentera,پهتنترا
|,nyahtoksik,پهتوکسيک
|,nyahwarna,پهورنا
|,nyai,پاي
|,nyak,پق
|,nyala,پالا
|,nyalang,پالڠ
|,nyalar,پالر
|,nyali,پالي
|,nyalin,پالين
|,nyam,پم
|,nyaman,پامن
|,nyambing,پمبيڠ
|,nyampang,پمڤڠ
|,nyampang-nyampang,پمڤڠ٢
|,nyampelung,پمڤلوڠ
|,nyamuk,پاموق
|,nyamur,پامور
|,nyana,پان
|,nyanat,پانت
|,nyanyah,پاپه
|,nyanyang,پاپڠ
|,nyanyar,پاپر
|,nyanyi,پاپي
|,nyanyian,پاپين
|,nyanyu,پاپو
|,nyanyuk,پاپوق
|,nyapang,پاڤڠ
|,nyarang,پارڠ
|,nyarik (nyaring),پاريق
|,nyaring,پاريڠ
|,nyaris,پاريس
|,nyaris-nyaris,پاريس٢
|,nyaru,پارو
|,nyarum,پاروم
|,nyarum-nyarum,پاروم٢
|,nyata,پات
|,nyatuh,پاتوه
|,nyawa,پاوا
|,nyedar,پدر
|,nyenyai,پپاي
|,nyenyak,پپق
|,nyenyarum,پپاروم
|,nyenyat,پپت
|,nyenyeh,پيپيه
|,nyenyen,پيپين
|,nyenyulung,پپولوڠ
|,nyeri,پري
|,nyik,پيق
|,nyik-nyik,پيق٢
|,nyilu,پيلو
|,nyinyir,پيپير
|,nyirih,پيريه
|,nyiru,پيرو
|,nyit,پيت
|,nyiur,پيور
|,nyiur-nyiur,پيور٢
|,nyolo,پولو
|,nyonya,پوپا
|,nyonyeh,پوپيه
|,nyonyong,پوپوڠ
|,nyoyang,پويڠ
|,nyuar,پوار
|,nyunyut,پوپوت
|,nyut,پوت
|,
